"3_judge_dc","docket","name","citation.led","citation.lexis","citation.sct","citation.us","decision.authority","decision.direction","decision.dissent agrees","decision.jurisdiction","decision.precedent altered?","decision.term","decision.type","decision.unconstitutional","decision.winning party","id.case","id.case issues","id.docket","id.vote","issue.area","issue.id","issue.text","laws.id","laws.type","lower court.direction","lower court.disagreement?","lower court.disposition","lower court.reasons","natural court.chief","natural court.id","natural court.period","origin.id","origin.name","source.id","source.name","voting.majority","voting.minority","voting.split on second","voting.unclear","arguments.petitioner.entity","arguments.petitioner.id","arguments.respondent.entity","arguments.respondent.id","decision.admin action.agency","decision.admin action.id","decision.case.disposition","decision.case.unusual","decision.date.day","decision.date.full","decision.date.month","decision.date.year","voting.majority assigner.id","voting.majority assigner.name","voting.majority writer.id","voting.majority writer.name"
"True","6131","KITCHENS v. SMITH, WARDEN","28 L. Ed. 2d 519","1971 U.S. LEXIS 63","91 S. Ct. 1089","401 U.S. 847","7.0","liberal","True","cert","True","1970","per curiam (no oral argument)","no declaration of unconstitutionality","petitioning party received a favorable disposition","1970-080","1970-080-01-01","1970-080-01","1970-080-01-01-01","Civil Rights","20320","indigents: appointment of counsel (cf. right to counsel)","10","Unspecified","conservative","True","affirmed","no reason given","Burger","1502","2","302","State Trial Court","300","State Supreme Court","9","0","True","True","person convicted of crime","126","State","28","Unidentifiable  ","118","reversed","True","5","4/5/1971","4","1971","99","WEBurger","117","Unspecified"
"True","82","PAYNE v. VIRGINIA","82 L. Ed. 2d 801","1984 U.S. LEXIS 157","104 S. Ct. 3573","468 U.S. 1062","2.0","liberal","True","cert","True","1983","per curiam (no oral argument)","no declaration of unconstitutionality","no favorable disposition for petitioning party apparent","1983-174","1983-174-01-01","1983-174-01","1983-174-01-01-01","Criminal Procedure","10170","double jeopardy 10180","2","Constitutional Amendment","liberal","True","affirmed","no reason given","Burger","1507","7","302","State Trial Court","300","State Supreme Court","9","0","True","True","person convicted of crime","126","State","28","Unidentifiable  ","118","reversed","True","5","7/5/1984","7","1984","99","WEBurger","117","Unspecified"
"True","86","TRUESDALE v. AIKEN, WARDEN, et al.","94 L. Ed. 2d 539","1987 U.S. LEXIS 1193","107 S. Ct. 1394","480 U.S. 527","7.0","liberal","True","cert","True","1986","per curiam (no oral argument)","no declaration of unconstitutionality","petitioning party received a favorable disposition","1986-054","1986-054-01-01","1986-054-01","1986-054-01-01-01","Criminal Procedure","10040","retroactivity (of newly announced or newly enacted constitutional or statutory rights)","5","Other","conservative","True","the decision the Supreme Court reviewed is that of a trial court or if the case arose under the Supreme Court's original jurisdiction ","no reason given","Rehnquist","1601","1","302","State Trial Court","300","State Supreme Court","6","3","True","True","person convicted of crime","126","State","28","Unidentifiable  ","118","reversed","True","23","3/23/1987","3","1987","92","WJBrennan","117","Unspecified"
"True","39","CHANDLER v. WARDEN FRETAG","99 L. Ed. 2d 4","1954 U.S. LEXIS 1501","75 S. Ct. 1","348 U.S. 3","2.0","liberal","True","cert","True","1954","opinion of the court (orally argued)","no declaration of unconstitutionality","petitioning party received a favorable disposition","1954-002","1954-002-01-01","1954-002-01","1954-002-01-01-01","Criminal Procedure","10120","right to counsel (cf. indigents appointment of counsel or inadequate representation)","2","Constitutional Amendment","conservative","True","affirmed","to resolve important or significant question","Warren","1402","2","302","State Trial Court","300","State Supreme Court","8","0","True","True","person convicted of crime","126","State","28","Unidentifiable  ","118","reversed","True","8","11/8/1954","11","1954","90","EWarren","90","EWarren"
"True","610","WATTS v. INDIANA","93 L. Ed. 2d 1801","1949 U.S. LEXIS 2080","69 S. Ct. 1347","338 U.S. 49","2.0","liberal","True","cert","True","1948","judgment of the Court (orally argued)","no declaration of unconstitutionality","petitioning party received a favorable disposition","1948-115","1948-115-01-01","1948-115-01","1948-115-01-01-01","Criminal Procedure","10010","involuntary confession","2","Constitutional Amendment","conservative","True","affirmed","to resolve important or significant question","Vinson","1301","1","302","State Trial Court","300","State Supreme Court","6","3","True","True","person convicted of crime","126","State","28","Unidentifiable  ","118","reversed","True","27","6/27/1949","6","1949","78","HLBlack","80","FFrankfurter"
"True","75","BROWN v. OHIO","53 L. Ed. 2d 187","1977 U.S. LEXIS 117","97 S. Ct. 2221","432 U.S. 161","2.0","liberal","True","cert","True","1976","opinion of the court (orally argued)","no declaration of unconstitutionality","petitioning party received a favorable disposition","1976-141","1976-141-01-01","1976-141-01","1976-141-01-01-01","Criminal Procedure","10170","double jeopardy 10180","2","Constitutional Amendment","conservative","True","affirmed","to resolve question presented","Burger","1506","6","302","State Trial Court","301","State Appellate Court","6","3","True","True","person convicted of crime","126","State","28","Unidentifiable  ","118","reversed","True","16","6/16/1977","6","1977","92","WJBrennan","101","LFPowell"
"True","18","RAMOS v. LOUISIANA","206 L. Ed. 2d 583","2020 U.S. LEXIS 2407","140 S. Ct. 1390","unspecified","2.0","liberal","True","cert","True","2019","judgment of the Court (orally argued)","state or territorial law/reg or const provision unconstitutional","petitioning party received a favorable disposition","2019-002","2019-002-01-01","2019-002-01","2019-002-01-01-01","Criminal Procedure","10580","jury trial (right to, as distinct from extra-legal jury influences)","2","Constitutional Amendment","conservative","True","affirmed","to resolve question presented","Roberts","1707","7","302","State Trial Court","301","State Appellate Court","6","3","True","True","person convicted of crime","126","State","28","Unidentifiable  ","118","reversed","True","20","4/20/2020","4","2020","108","CThomas","115","NMGorsuch"
"True","63","CHEWNING v. CUNNINGHAM, PENITENTIARY SUPERINTENDENT","7 L. Ed. 2d 442","1962 U.S. LEXIS 1769","82 S. Ct. 498","368 U.S. 443","2.0","liberal","True","cert","True","1961","opinion of the court (orally argued)","no declaration of unconstitutionality","petitioning party received a favorable disposition","1961-031","1961-031-01-01","1961-031-01","1961-031-01-01-01","Criminal Procedure","10120","right to counsel (cf. indigents appointment of counsel or inadequate representation)","2","Constitutional Amendment","conservative","True","petition denied or appeal dismissed","no reason given","Warren","1406","6","302","State Trial Court","301","State Appellate Court","9","0","True","True","person convicted of crime","126","State","28","Unidentifiable  ","118","reversed","True","19","2/19/1962","2","1962","90","EWarren","81","WODouglas"
"True","57","ASHE v. SWENSON, WARDEN","25 L. Ed. 2d 469","1970 U.S. LEXIS 54","90 S. Ct. 1189","397 U.S. 436","2.0","liberal","True","cert","True","1969","opinion of the court (orally argued)","no declaration of unconstitutionality","petitioning party received a favorable disposition","1969-072","1969-072-01-01","1969-072-01","1969-072-01-01-01","Criminal Procedure","10170","double jeopardy 10180","2","Constitutional Amendment","conservative","True","affirmed","to resolve important or significant question","Burger","1501","1","87","Missouri Western U.S. District Court","28","U.S. Court of Appeals  Eighth Circuit","7","1","True","True","person convicted of crime","126","State","28","Unidentifiable  ","118","reversed","True","6","4/6/1970","4","1970","78","HLBlack","94","PStewart"
"True","831","SPECHT v. PATTERSON, WARDEN, et al.","18 L. Ed. 2d 326","1967 U.S. LEXIS 1836","87 S. Ct. 1209","386 U.S. 605","2.0","liberal","True","cert","True","1966","opinion of the court (orally argued)","no declaration of unconstitutionality","petitioning party received a favorable disposition","1966-079","1966-079-01-01","1966-079-01","1966-079-01-01-01","Criminal Procedure","10270","confrontation (right to confront accuser, call and cross-examine witnesses) ","2","Constitutional Amendment","conservative","True","affirmed","no reason given","Warren","1409","9","52","Colorado U.S. District Court","30","U.S. Court of Appeals  Tenth Circuit","8","0","True","True","person convicted of crime","126","State","28","Unidentifiable  ","118","reversed","True","11","4/11/1967","4","1967","90","EWarren","81","WODouglas"
"True","81","ANDERSON et al. v. CELEBREZZE, SECRETARY OF STATE OF OHIO","75 L. Ed. 2d 547","1983 U.S. LEXIS 145","103 S. Ct. 1564","460 U.S. 780","2.0","liberal","True","cert","True","1982","opinion of the court (orally argued)","state or territorial law/reg or const provision unconstitutional","petitioning party received a favorable disposition","1982-060","1982-060-01-01","1982-060-01","1982-060-01-01-01","Civil Rights","20030","ballot access (of candidates and political parties)","2","Constitutional Amendment","conservative","True","reversed","federal court conflict and to resolve important or significant question","Burger","1507","7","104","Ohio Southern U.S. District Court","26","U.S. Court of Appeals  Sixth Circuit","5","4","True","True","political candidate / activist / committee / party / party member / organization / or elected official","211","State","28","Unidentifiable  ","118","reversed","True","19","4/19/1983","4","1983","99","WEBurger","103","JPStevens"
"True","369","WOOD v. GEORGIA","8 L. Ed. 2d 569","1962 U.S. LEXIS 846","82 S. Ct. 1364","370 U.S. 375","2.0","liberal","True","cert","True","1961","opinion of the court (orally argued)","no declaration of unconstitutionality","petitioning party received a favorable disposition","1961-103","1961-103-01-01","1961-103-01","1961-103-01-01-01","First Amendment","30010","First Amendment, miscellaneous (cf. comity: First Amendment)","2","Constitutional Amendment","conservative","True","affirmed and reversed (or vacated) in part","to resolve question presented","Warren","1407","7","302","State Trial Court","301","State Appellate Court","5","2","True","True","political candidate / activist / committee / party / party member / organization / or elected official","211","State","28","Unidentifiable  ","118","reversed","True","25","6/25/1962","6","1962","90","EWarren","90","EWarren"
"True","75","UNITED STATES TRUST COMPANY OF NEW YORK, TRUSTEE v. NEW JERSEY et al.","52 L. Ed. 2d 92","1977 U.S. LEXIS 1","97 S. Ct. 1505","431 U.S. 1","2.0","conservative","True","appeal","True","1976","opinion of the court (orally argued)","state or territorial law/reg or const provision unconstitutional","petitioning party received a favorable disposition","1976-094","1976-094-01-01","1976-094-01","1976-094-01-01-01","Economic Activity","80110","state or local government regulation, especially of business (cf. federal pre- emption of state court jurisdiction, federal pre-emption of state legislation or regulation)","1","Constitution","liberal","True","affirmed","case did not arise on cert or cert not granted","Burger","1506","6","302","State Trial Court","300","State Supreme Court","4","3","True","True","stockholder / shareholder / or bondholder","237","State","28","Unidentifiable  ","118","reversed","True","27","4/27/1977","4","1977","99","WEBurger","100","HABlackmun"
"True","241","CRAIG ET AL. v. HARNEY, SHERIFF","91 L. Ed. 1546","1947 U.S. LEXIS 2266","67 S. Ct. 1249","331 U.S. 367","2.0","liberal","True","cert","True","1946","opinion of the court (orally argued)","no declaration of unconstitutionality","petitioning party received a favorable disposition","1946-102","1946-102-01-01","1946-102-01","1946-102-01-01-01","First Amendment","30010","First Amendment, miscellaneous (cf. comity: First Amendment)","2","Constitutional Amendment","conservative","True","petition denied or appeal dismissed","to resolve important or significant question","Vinson","1301","1","302","State Trial Court","300","State Supreme Court","6","3","True","True","publisher / publishing company","220","State","28","Unidentifiable  ","118","reversed","True","19","5/19/1947","5","1947","78","HLBlack","81","WODouglas"
"True","73","BIGELOW v. VIRGINIA","44 L. Ed. 2d 600","1975 U.S. LEXIS 73","95 S. Ct. 2222","421 U.S. 809","2.0","liberal","True","appeal","True","1974","opinion of the court (orally argued)","state or territorial law/reg or const provision unconstitutional","petitioning party received a favorable disposition","1974-118","1974-118-01-01","1974-118-01","1974-118-01-01-01","First Amendment","30020","commercial speech, excluding attorneys","2","Constitutional Amendment","conservative","True","affirmed","case did not arise on cert or cert not granted","Burger","1504","4","302","State Trial Court","300","State Supreme Court","7","2","True","True","publisher / publishing company","220","State","28","Unidentifiable  ","118","reversed","True","16","6/16/1975","6","1975","99","WEBurger","100","HABlackmun"
